Date,EVENT_TYPE,BEGIN_LAT,BEGIN_LON
2018-6-6,Hail,41.9,-102.2
2018-6-6,Hail,42.0,-102.1
2018-6-30,Thunderstorm Wind,45.0,-72.9
2018-6-30,Thunderstorm Wind,44.7,-72.7
2018-6-6,Tornado,40.9,-101.8
2018-6-9,Thunderstorm Wind,36.7,-84.5
2018-6-11,Thunderstorm Wind,36.9,-84.3
2018-6-22,Thunderstorm Wind,37.7,-82.3
2018-6-22,Thunderstorm Wind,37.6,-83.4
2018-6-6,Thunderstorm Wind,40.8,-102.0
2018-6-6,Thunderstorm Wind,40.8,-102.0
2018-6-6,Thunderstorm Wind,40.6,-102.0
2018-6-6,Thunderstorm Wind,41.1,-101.8
2018-5-4,Flash Flood,44.7,-72.0
2018-9-8,Flood,40.0,-84.1
2018-9-2,Thunderstorm Wind,30.8,-85.2
2018-5-10,Flood,46.2,-112.1
2018-5-18,Lightning,37.1,-84.6
2018-5-23,Funnel Cloud,29.5,-95.5
2018-5-15,Hail,40.4,-78.6
2018-5-15,Thunderstorm Wind,40.1,-84.0
2018-5-10,Thunderstorm Wind,40.6,-77.6
2018-5-12,Flood,43.1,-94.8
2018-5-14,Hail,40.7,-93.8
2018-5-13,Flood,42.7,-94.2
2018-5-24,Flood,43.3,-94.8
2018-5-4,Hail,44.7,-75.0
2018-5-4,Thunderstorm Wind,44.4,-75.2
2018-5-4,Thunderstorm Wind,44.9,-74.3
2018-5-4,Thunderstorm Wind,44.7,-74.3
2018-5-4,Thunderstorm Wind,44.8,-74.5
2018-5-4,Thunderstorm Wind,44.4,-74.3
2018-5-4,Thunderstorm Wind,44.4,-74.1
2018-5-4,Thunderstorm Wind,44.4,-74.1
2018-5-4,Thunderstorm Wind,43.9,-73.4
2018-5-4,Thunderstorm Wind,44.5,-73.6
2018-5-16,Flash Flood,38.1,-84.0
2018-5-4,Hail,44.5,-73.5
2018-5-7,Hail,36.9,-83.1
2018-5-15,Hail,37.2,-82.7
2018-5-16,Flash Flood,38.2,-83.4
2018-6-8,Hail,42.9,-101.3
2018-6-8,Hail,42.8,-102.2
2018-6-8,Thunderstorm Wind,43.0,-101.7
2018-6-8,Thunderstorm Wind,42.8,-101.0
2018-5-16,Flash Flood,38.1,-83.2
2018-5-18,Flash Flood,38.0,-83.1
2018-5-18,Flash Flood,37.7,-83.1
2018-5-18,Debris Flow,37.1,-83.1
2018-5-27,Thunderstorm Wind,38.2,-83.4
2018-5-19,Hail,37.8,-84.0
2018-5-5,Hail,44.9,-117.9
2018-5-18,Funnel Cloud,44.5,-115.9
2018-5-25,Hail,42.0,-118.6
2018-5-25,Thunderstorm Wind,43.6,-119.1
2018-2-21,Flash Flood,32.7,-92.0
2018-5-25,Hail,45.0,-116.3
2018-5-30,Hail,42.4,-114.1
2018-5-25,Hail,43.6,-116.7
2018-5-20,Thunderstorm Wind,28.5,-98.2
2018-1-22,Thunderstorm Wind,37.6,-90.8
2018-5-20,Marine Thunderstorm Wind,27.5,-97.3
2018-5-20,Marine Thunderstorm Wind,27.3,-97.4
2018-5-18,Hail,29.3,-82.9
2018-5-24,Marine Thunderstorm Wind,27.7,-82.6
2018-6-1,Thunderstorm Wind,32.6,-101.4
2018-6-25,Flood,42.4,-71.3
2018-5-30,Tornado,27.2,-81.7
2018-5-28,Marine Thunderstorm Wind,27.6,-82.8
2018-5-17,Flood,27.9,-82.1
2018-5-24,Marine Thunderstorm Wind,27.9,-82.5
2018-5-28,Marine Thunderstorm Wind,28.2,-82.8
2018-2-7,Tornado,32.4,-88.9
2018-5-6,Hail,39.1,-84.3
2018-9-26,Flash Flood,31.6,-91.4
2018-5-26,Marine Hail,45.3,-87.4
2018-5-12,Hail,40.0,-82.9
2018-5-6,Thunderstorm Wind,39.1,-84.4
2018-5-12,Thunderstorm Wind,39.9,-83.5
2018-5-13,Hail,39.4,-84.7
2018-5-13,Thunderstorm Wind,39.5,-82.5
2018-5-13,Hail,39.5,-83.4
2018-5-13,Thunderstorm Wind,39.5,-83.3
2018-5-13,Thunderstorm Wind,39.5,-84.7
2018-5-13,Thunderstorm Wind,39.5,-83.8
2018-5-16,Flood,39.2,-84.7
2018-5-16,Flash Flood,38.4,-83.3
2018-5-5,Flood,61.5,-160.4
2018-5-31,Thunderstorm Wind,38.6,-84.7
2018-5-26,Thunderstorm Wind,38.8,-82.9
2018-5-26,Thunderstorm Wind,39.1,-84.6
2018-5-27,Flash Flood,39.6,-82.5
2018-5-27,Flash Flood,39.6,-82.5
2018-5-31,Thunderstorm Wind,38.7,-84.8
2018-5-31,Thunderstorm Wind,38.6,-84.8
2018-5-31,Thunderstorm Wind,39.0,-84.5
2018-5-31,Thunderstorm Wind,39.1,-84.7
2018-5-31,Thunderstorm Wind,38.6,-83.6
2018-5-31,Thunderstorm Wind,38.7,-84.3
2018-5-31,Thunderstorm Wind,38.7,-84.1
2018-5-22,Hail,39.1,-84.5
2018-5-22,Thunderstorm Wind,39.1,-84.6
2018-5-22,Hail,39.1,-84.5
2018-5-27,Flood,39.6,-82.5
2018-5-27,Flood,39.6,-82.7
2018-5-31,Thunderstorm Wind,38.8,-84.9
2018-5-8,Flood,61.1,-161.0
2018-5-15,Thunderstorm Wind,41.5,-71.8
2018-5-15,Thunderstorm Wind,41.7,-71.6
2018-5-5,Flood,61.6,-159.6
2018-5-15,Thunderstorm Wind,41.9,-72.8
2018-5-15,Thunderstorm Wind,42.0,-72.2
2018-5-15,Thunderstorm Wind,42.0,-72.4
2018-2-20,Flood,42.5,-88.2
2018-2-19,Flood,43.2,-88.5
2018-5-28,Flash Flood,33.6,-79.0
2018-3-28,Hail,26.3,-98.8
2018-5-19,Flood,34.1,-78.1
2018-5-19,Flood,34.0,-78.0
2018-5-19,Flood,34.1,-78.1
2018-5-15,Thunderstorm Wind,41.8,-72.2
2018-5-15,Thunderstorm Wind,41.6,-72.9
2018-5-15,Thunderstorm Wind,41.6,-72.3
2018-5-19,Flood,34.1,-78.0
2018-5-19,Flood,34.2,-77.9
2018-5-19,Flood,34.1,-78.0
2018-3-29,Marine Strong Wind,26.6,-97.3
2018-5-28,Flash Flood,34.2,-78.1
2018-5-28,Flash Flood,34.1,-78.8
2018-5-28,Flash Flood,34.3,-78.8
2018-5-19,Flood,34.3,-77.8
2018-1-4,Marine High Wind,38.9,-75.0
2018-1-4,Marine High Wind,39.5,-74.3
2018-5-16,Thunderstorm Wind,29.6,-81.2
2018-5-16,Marine Thunderstorm Wind,30.3,-81.5
2018-2-20,Flood,42.7,-90.1
2018-2-19,Flood,43.2,-89.0
2018-5-15,Thunderstorm Wind,29.6,-82.5
2018-5-16,Thunderstorm Wind,30.0,-81.4
2018-2-20,Flood,42.8,-90.4
2018-2-20,Flood,43.5,-88.4
2018-2-20,Flood,42.6,-89.4
2018-2-19,Flood,43.2,-89.8
2018-5-16,Thunderstorm Wind,29.3,-81.3
2018-5-16,Thunderstorm Wind,29.3,-81.3
2018-1-4,Marine High Wind,38.8,-75.2
2018-1-4,Marine High Wind,38.7,-75.1
2018-1-15,Flood,40.2,-74.8
2018-3-18,Hail,36.1,-100.5
2018-3-18,Hail,36.1,-100.5
2018-2-25,Thunderstorm Wind,37.2,-84.6
2018-2-25,Thunderstorm Wind,37.4,-84.4
2018-3-18,Tornado,36.1,-100.3
2018-3-18,Tornado,36.1,-101.2
2018-2-20,Flood,42.8,-89.9
2018-2-20,Flood,42.6,-89.4
2018-2-21,Flood,42.7,-89.5
2018-2-20,Flood,42.6,-89.8
2018-2-20,Flood,43.3,-89.5
2018-2-20,Flood,42.5,-90.4
2018-2-19,Flood,43.2,-88.1
2018-3-18,Tornado,36.0,-100.3
2018-5-16,Marine Thunderstorm Wind,30.4,-81.5
2018-5-16,Marine Thunderstorm Wind,30.4,-81.4
2018-7-21,Thunderstorm Wind,32.9,-90.4
2018-7-24,Marine Thunderstorm Wind,28.2,-80.6
2018-7-25,Hail,46.5,-90.9
2018-9-26,Flash Flood,32.4,-90.1
2018-9-26,Flash Flood,32.2,-90.2
2018-2-25,Flood,40.5,-83.1
2018-3-1,Flash Flood,34.5,-93.6
2018-3-1,Flood,35.3,-92.8
2018-3-5,Hail,33.8,-91.3
2018-3-5,Hail,33.8,-91.3
2018-2-15,Flood,40.4,-82.5
2018-3-19,Hail,35.1,-92.5
2018-3-28,Heavy Rain,34.3,-92.4
2018-3-27,Thunderstorm Wind,35.5,-93.7
2018-3-20,Marine Thunderstorm Wind,31.3,-81.5
2018-3-20,Marine Thunderstorm Wind,31.2,-81.3
2018-5-16,Marine Thunderstorm Wind,29.6,-81.2
2018-5-16,Marine Thunderstorm Wind,30.4,-81.4
2018-5-16,Marine Thunderstorm Wind,31.1,-81.4
2018-5-31,Heavy Rain,30.3,-81.8
2018-5-30,Heavy Rain,29.6,-81.2
2018-5-15,Thunderstorm Wind,29.2,-82.2
2018-5-17,Marine Thunderstorm Wind,30.4,-81.4
2018-5-16,Marine Thunderstorm Wind,29.7,-81.3
2018-5-21,Heavy Rain,29.0,-82.0
2018-5-22,Heavy Rain,30.2,-81.6
2018-5-28,Thunderstorm Wind,29.8,-82.0
2018-5-24,Tornado,31.5,-82.1
2018-5-4,Thunderstorm Wind,42.1,-80.0
2018-5-9,Hail,41.6,-83.7
2018-5-26,Thunderstorm Wind,40.8,-82.1
2018-1-22,Tornado,38.5,-90.8
2018-5-26,Thunderstorm Wind,40.7,-82.0
2018-5-30,Thunderstorm Wind,40.8,-83.3
2018-5-30,Thunderstorm Wind,40.5,-81.9
2018-5-30,Thunderstorm Wind,41.7,-83.5
2018-5-26,Flash Flood,40.6,-81.8
2018-5-30,Thunderstorm Wind,41.7,-83.4
2018-7-2,Thunderstorm Wind,32.8,-103.2
2018-3-23,Hail,39.8,-100.2
2018-4-14,Flash Flood,33.9,-92.3
2018-3-23,Hail,39.5,-100.3
2018-3-23,Hail,39.8,-99.9
2018-3-23,Hail,39.8,-100.1
2018-1-12,Marine Thunderstorm Wind,35.1,-76.0
2018-1-12,Marine Thunderstorm Wind,28.5,-80.8
2018-2-25,Hail,29.9,-99.0
2018-2-25,Hail,29.0,-97.9
2018-2-25,Hail,29.0,-97.9
2018-2-25,Thunderstorm Wind,29.0,-98.0
2018-2-25,Thunderstorm Wind,29.0,-97.9
2018-2-10,Flood,36.6,-82.8
2018-2-25,Marine High Wind,47.2,-87.2
2018-2-11,Flood,35.6,-85.2
2018-2-10,Flood,36.9,-82.7
2018-2-11,Flood,36.3,-83.7
2018-2-28,Flood,35.1,-85.7
2018-2-28,Flash Flood,34.9,-85.9
2018-2-28,Flood,34.9,-87.8
2018-2-28,Flood,34.9,-87.8
2018-2-28,Flood,34.9,-87.8
2018-2-28,Flood,34.6,-85.8
2018-2-21,Flash Flood,30.4,-94.5
2018-2-25,Flash Flood,30.7,-94.0
2018-2-28,Flood,35.0,-87.7
2018-2-25,Hail,28.9,-98.7
2018-2-25,Hail,29.6,-99.2
2018-2-28,Flood,34.8,-87.0
2018-2-28,Flood,34.9,-87.4
2018-2-6,Lightning,30.4,-94.4
2018-2-28,Flood,34.8,-86.3
2018-5-14,Tornado,37.1,-97.1
2018-5-19,Hail,37.3,-95.3
2018-2-28,Flood,34.8,-86.3
2018-2-7,Tornado,31.0,-93.0
2018-2-10,Flash Flood,30.4,-94.2
2018-2-28,Flood,34.7,-86.0
2018-2-25,Hail,28.9,-98.5
2018-2-25,Hail,29.0,-98.4
2018-2-25,Hail,29.0,-98.0
2018-2-25,Hail,29.0,-98.1
2018-2-25,Hail,28.9,-98.5
2018-2-25,Hail,28.9,-98.5
2018-2-25,Thunderstorm Wind,34.9,-87.7
2018-2-25,Thunderstorm Wind,34.8,-87.5
2018-2-28,Flood,35.0,-87.7
2018-2-25,Thunderstorm Wind,34.8,-87.5
2018-2-28,Flash Flood,34.7,-86.2
2018-2-28,Flash Flood,34.7,-86.3
2018-2-28,Flash Flood,34.8,-85.9
2018-2-28,Flash Flood,34.9,-85.6
2018-2-28,Flood,34.7,-86.0
2018-2-28,Flood,34.8,-85.9
2018-4-3,Thunderstorm Wind,37.7,-82.8
2018-4-4,Marine Thunderstorm Wind,30.3,-89.3
2018-2-11,Flood,38.8,-76.8
2018-2-11,Thunderstorm Wind,31.2,-85.2
2018-2-11,Flood,31.2,-85.4
2018-2-11,Flood,38.6,-77.1
2018-2-11,Flood,31.3,-85.4
2018-2-10,Heavy Rain,36.5,-80.7
2018-2-11,Flood,38.7,-77.3
2018-2-11,Flood,37.6,-78.9
2018-2-11,Flood,37.8,-78.5
2018-2-11,Flood,38.3,-77.5
2018-2-11,Flood,31.1,-86.0
2018-2-11,Flood,39.0,-76.6
2018-2-11,Tornado,31.0,-85.4
2018-2-11,Flood,38.0,-78.3
2018-2-6,Hail,33.3,-94.0
2018-2-11,Marine Thunderstorm Wind,38.3,-76.4
2018-2-16,Marine Thunderstorm Wind,39.3,-76.6
2018-2-16,Marine Thunderstorm Wind,39.3,-76.4
2018-2-16,Marine Thunderstorm Wind,38.4,-76.4
2018-2-16,Marine Thunderstorm Wind,38.5,-77.3
2018-2-16,Marine Thunderstorm Wind,38.9,-77.0
2018-2-10,Heavy Rain,37.6,-77.8
2018-2-10,Heavy Rain,37.8,-77.6
2018-2-10,Heavy Rain,37.6,-77.5
2018-2-10,Heavy Rain,38.0,-78.0
2018-2-10,Heavy Rain,37.3,-78.6
2018-1-8,Marine Thunderstorm Wind,29.5,-94.6
2018-2-5,Waterspout,20.8,-156.5
2018-4-3,Hail,41.4,-86.4
2018-4-3,Hail,41.4,-86.5
2018-1-11,Hail,29.7,-95.7
2018-2-24,Flood,35.9,-95.0
2018-2-23,Flood,35.2,-94.7
2018-1-11,Marine Thunderstorm Wind,29.5,-94.9
2018-1-8,Marine Thunderstorm Wind,29.5,-94.6
2018-2-25,Thunderstorm Wind,29.2,-96.0
2018-2-22,Heavy Rain,20.8,-156.0
2018-2-22,Heavy Rain,19.0,-155.6
2018-4-3,Hail,41.4,-86.4
2018-4-3,Hail,41.7,-85.1
2018-4-7,Thunderstorm Wind,29.6,-82.9
2018-4-7,Thunderstorm Wind,28.1,-81.9
2018-2-24,Heavy Rain,20.7,-156.0
2018-2-24,Heavy Rain,22.2,-159.4
2018-2-25,Flash Flood,21.5,-157.9
2018-2-26,Heavy Rain,21.6,-157.9
2018-2-26,Heavy Rain,21.2,-156.8
2018-4-10,Marine Thunderstorm Wind,27.9,-82.6
2018-4-15,Marine Thunderstorm Wind,29.1,-83.0
2018-2-5,Waterspout,21.3,-158.0
2018-2-21,Flash Flood,35.4,-94.1
2018-2-21,Flash Flood,35.8,-93.9
2018-2-27,Waterspout,26.8,-79.9
2018-2-25,Marine Thunderstorm Wind,30.3,-89.0
2018-2-7,Heavy Rain,21.5,-158.1
2018-2-7,Heavy Rain,20.0,-155.7
2018-4-15,Thunderstorm Wind,35.8,-80.6
2018-2-7,Heavy Rain,21.1,-157.3
2018-2-12,Heavy Rain,20.9,-156.2
2018-2-13,Heavy Rain,21.5,-158.0
2018-2-14,Heavy Rain,21.2,-157.3
2018-2-14,Heavy Rain,20.9,-156.5
2018-2-25,Marine Thunderstorm Wind,30.2,-88.5
2018-2-25,Marine Thunderstorm Wind,29.9,-89.7
2018-2-24,Flood,36.1,-94.6
2018-2-22,Debris Flow,22.2,-159.5
2018-2-23,Debris Flow,22.2,-159.5
2018-2-23,Debris Flow,22.2,-159.5
2018-2-24,Flash Flood,36.5,-94.2
2018-2-26,Heavy Rain,21.0,-156.7
2018-2-24,Thunderstorm Wind,34.6,-88.9
2018-2-22,Flood,35.9,-89.3
2018-2-5,Flood,46.0,-118.7
2018-2-21,Flood,36.1,-88.4
2018-2-21,Flood,35.0,-89.5
2018-2-4,Flood,45.7,-118.4
2018-8-25,Hail,47.5,-97.9
2018-3-20,Hail,30.3,-82.1
2018-2-24,Flash Flood,35.0,-88.9
2018-2-24,Thunderstorm Wind,34.5,-89.0
2018-4-6,Flood,37.8,-122.2
2018-2-22,Flood,35.3,-89.0
2018-2-22,Flood,35.8,-88.9
2018-4-6,Flood,38.3,-122.8
2018-4-6,Flood,38.3,-122.9
2018-2-24,Thunderstorm Wind,34.0,-93.9
2018-2-20,Thunderstorm Wind,34.1,-94.3
2018-12-1,Tornado,39.4,-90.9
2018-2-28,Flash Flood,34.1,-93.9
2018-2-22,Flood,35.4,-89.8
2018-4-15,Thunderstorm Wind,27.1,-82.5
2018-4-15,Waterspout,27.8,-82.5
2018-2-21,Flash Flood,33.4,-94.1
2018-4-6,Flood,38.3,-122.7
2018-4-6,Flood,38.4,-122.8
2018-2-21,Flash Flood,33.1,-93.5
2018-8-3,Waterspout,42.5,-87.8
2018-8-26,Marine Thunderstorm Wind,43.8,-87.7
2018-4-6,Flood,38.2,-122.4
2018-4-6,Flood,38.3,-122.7
2018-12-1,Tornado,39.0,-89.8
2018-2-28,Flash Flood,34.0,-95.1
2018-4-6,Flood,37.9,-122.5
2018-2-22,Flood,36.3,-88.6
2018-3-20,Hail,30.4,-81.9
2018-3-20,Hail,30.7,-81.9
2018-3-20,Hail,30.3,-81.7
2018-2-21,Flash Flood,33.4,-94.0
2018-9-8,Flash Flood,39.4,-86.9
2018-9-6,Waterspout,26.3,-80.0
2018-12-1,Tornado,39.3,-89.5
2018-12-1,Hail,39.9,-90.7
2018-12-1,Hail,39.1,-89.7
2018-9-8,Flash Flood,38.8,-86.4
2018-9-8,Funnel Cloud,25.4,-80.5
2018-8-26,Marine Thunderstorm Wind,42.8,-87.8
2018-8-27,Marine Thunderstorm Wind,43.8,-87.7
2018-12-1,Tornado,39.3,-89.5
2018-2-10,Heavy Rain,37.3,-78.6
2018-2-10,Heavy Rain,37.9,-78.3
2018-2-6,Hail,33.4,-93.9
2018-2-6,Hail,33.6,-93.6
2018-2-28,Flash Flood,34.0,-95.1
2018-4-15,Marine Thunderstorm Wind,28.9,-82.7
2018-4-15,Marine Thunderstorm Wind,27.8,-82.6
2018-4-15,Marine Thunderstorm Wind,27.7,-82.7
2018-4-15,Thunderstorm Wind,27.6,-82.8
2018-2-6,Hail,33.6,-93.6
2018-2-20,Thunderstorm Wind,33.9,-94.4
2018-2-24,Thunderstorm Wind,34.0,-94.3
2018-2-4,Thunderstorm Wind,30.4,-86.5
2018-2-7,Lightning,30.6,-87.2
2018-2-7,Lightning,30.4,-86.9
2018-2-7,Marine Thunderstorm Wind,30.4,-87.2
2018-2-7,Marine Thunderstorm Wind,30.4,-87.0
2018-3-19,Thunderstorm Wind,29.8,-82.9
2018-3-19,Thunderstorm Wind,29.6,-82.7
2018-2-21,Flash Flood,34.0,-93.8
2018-9-19,Funnel Cloud,26.1,-80.4
2018-9-13,Waterspout,26.4,-80.0
2018-2-21,Flash Flood,33.1,-93.2
2018-2-21,Flash Flood,33.5,-93.6
2018-2-22,Flash Flood,33.3,-93.8
2018-8-29,Flood,43.6,-90.0
2018-12-1,Tornado,39.7,-90.7
2018-12-1,Hail,39.3,-90.1
2018-12-1,Hail,39.2,-89.7
2018-4-6,Flood,37.8,-122.3
2018-4-6,Flood,38.5,-122.8
2018-3-19,Thunderstorm Wind,29.5,-82.5
2018-3-19,Thunderstorm Wind,29.6,-82.4
2018-2-23,Flash Flood,33.8,-93.2
2018-3-20,Hail,30.4,-81.8
2018-3-20,Hail,30.5,-81.7
2018-4-6,Flood,38.4,-122.9
2018-12-1,Thunderstorm Wind,37.2,-91.0
2018-12-1,Thunderstorm Wind,37.4,-91.0
2018-12-1,Thunderstorm Wind,37.6,-90.8
2018-12-1,Thunderstorm Wind,37.8,-90.8
2018-12-1,Thunderstorm Wind,37.7,-90.3
2018-12-1,Thunderstorm Wind,37.5,-90.2
2018-2-21,Flash Flood,33.8,-93.4
2018-2-23,Flash Flood,34.3,-94.0
2018-3-20,Hail,31.3,-82.5
2018-3-20,Hail,31.3,-82.2
2018-12-1,Tornado,39.2,-89.6
2018-12-1,Hail,39.7,-90.7
2018-8-30,Flood,43.6,-90.1
2018-12-1,Tornado,39.6,-90.7
2018-4-6,Flood,37.3,-121.9
2018-4-6,Flood,38.4,-122.9
2018-2-21,Flash Flood,33.7,-93.6
2018-3-20,Hail,30.8,-81.9
2018-2-24,Thunderstorm Wind,34.0,-94.0
2018-2-24,Thunderstorm Wind,32.5,-94.5
2018-4-6,Flood,38.5,-122.7
2018-4-6,Flood,38.4,-122.7
2018-2-28,Flash Flood,34.1,-95.2
2018-3-20,Hail,31.4,-82.0
2018-3-20,Hail,31.5,-82.0
2018-4-6,Flood,38.5,-122.7
2018-2-6,Hail,32.6,-90.3
2018-2-7,Thunderstorm Wind,32.8,-89.9
2018-2-7,Thunderstorm Wind,33.1,-89.4
2018-2-24,Flood,33.8,-95.9
2018-2-24,Thunderstorm Wind,33.6,-95.5
2018-2-25,Flood,35.1,-91.5
2018-2-21,Flood,34.1,-93.0
2018-2-22,Flood,33.6,-92.8
2018-2-26,Flood,33.7,-92.0
2018-2-28,Flood,35.1,-93.4
2018-7-3,Thunderstorm Wind,39.8,-75.1
2018-2-19,Hail,41.0,-96.1
2018-2-24,Thunderstorm Wind,34.8,-91.9
2018-2-24,Thunderstorm Wind,35.3,-91.5
2018-2-24,Thunderstorm Wind,35.6,-91.4
2018-2-28,Flash Flood,35.1,-91.6
2018-4-6,Flood,37.8,-122.3
2018-2-7,Thunderstorm Wind,33.0,-89.4
2018-2-7,Thunderstorm Wind,33.2,-89.0
2018-2-7,Thunderstorm Wind,32.4,-88.7
2018-2-7,Flash Flood,32.4,-90.0
2018-4-6,Flood,37.8,-122.3
2018-4-6,Flood,37.8,-122.3
2018-2-25,Flood,35.0,-91.5
2018-7-4,Flash Flood,40.6,-75.6
2018-2-24,Tornado,35.5,-91.1
2018-2-28,Flash Flood,34.4,-92.3
2018-2-28,Flash Flood,35.1,-91.4
2018-2-28,Flash Flood,34.3,-92.6
2018-2-28,Flash Flood,34.3,-92.4
2018-2-10,Flood,37.6,-81.9
2018-2-28,Flash Flood,35.1,-91.8
2018-2-28,Flash Flood,35.1,-91.5
2018-2-11,Flood,38.5,-81.1
2018-2-11,Flood,38.5,-81.4
2018-2-28,Flash Flood,34.3,-92.6
2018-2-28,Flash Flood,34.3,-92.6
2018-2-28,Flash Flood,34.3,-93.2
2018-2-28,Flash Flood,35.1,-91.6
2018-4-6,Flood,38.3,-122.9
2018-2-25,Hail,18.1,-66.7
2018-2-10,Flood,37.4,-82.5
2018-2-10,Flood,37.1,-82.8
2018-2-10,Flood,37.2,-82.9
2018-4-6,Flood,37.8,-122.4
2018-4-6,Flood,37.8,-122.4
2018-4-6,Flood,38.3,-122.8
2018-2-28,Flash Flood,35.1,-91.7
2018-4-6,Flood,38.3,-123.0
2018-2-24,Thunderstorm Wind,34.2,-94.3
2018-2-28,Flash Flood,34.8,-91.8
2018-2-28,Flash Flood,33.5,-92.1
2018-2-24,Flash Flood,34.3,-93.2
2018-2-24,Flash Flood,35.1,-92.8
2018-2-24,Thunderstorm Wind,35.1,-92.4
2018-2-20,Hail,35.4,-97.6
2018-2-26,Hail,38.5,-122.7
2018-2-26,Hail,37.0,-121.6
2018-2-26,Hail,38.0,-122.1
2018-2-26,Hail,37.8,-122.5
2018-2-24,Thunderstorm Wind,34.8,-91.9
2018-2-7,Flash Flood,32.6,-89.3
2018-1-22,Thunderstorm Wind,35.2,-92.4
2018-1-22,Tornado,35.2,-92.4
2018-1-1,Flood,35.3,-91.2
2018-2-11,Flood,39.0,-79.8
2018-2-25,Flood,38.9,-82.1
2018-1-21,Thunderstorm Wind,35.5,-93.5
2018-1-21,Thunderstorm Wind,34.4,-93.6
2018-1-22,Thunderstorm Wind,34.2,-92.0
2018-5-15,Hail,42.0,-74.1
2018-2-21,Flood,35.0,-92.7
2018-2-24,Flood,34.7,-91.3
2018-4-6,Flood,38.3,-122.5
2018-4-6,Flood,38.3,-123.0
2018-2-24,Thunderstorm Wind,34.6,-94.2
2018-1-22,Thunderstorm Wind,35.1,-92.4
2018-2-11,Flood,38.5,-80.1
2018-2-11,Flood,38.9,-79.9
2018-2-28,Flash Flood,35.2,-92.5
2018-2-25,Flood,35.1,-92.7
2018-2-23,Flood,35.3,-91.6
2018-2-22,Flood,33.9,-93.3
2018-2-21,Flood,34.6,-92.6
2018-2-23,Flood,34.6,-92.6
2018-2-10,Flood,36.9,-83.5
2018-2-11,Flood,37.8,-82.3
2018-2-10,Flood,37.9,-81.2
2018-2-28,Flash Flood,34.6,-92.5
2018-2-28,Flash Flood,35.1,-92.1
2018-2-28,Flash Flood,34.9,-92.5
2018-2-25,Flood,35.3,-91.6
2018-2-20,Flood,35.3,-91.2
2018-2-22,Flood,35.3,-91.4
2018-2-11,Flood,38.0,-82.4
2018-2-28,Flash Flood,34.2,-92.1
2018-2-28,Flash Flood,34.3,-93.6
2018-2-28,Flood,35.1,-92.8
2018-4-6,Flood,38.3,-122.7
2018-2-11,Flood,37.7,-82.2
2018-2-24,Flood,38.4,-82.4
2018-2-24,Flash Flood,35.0,-92.7
2018-2-24,Thunderstorm Wind,34.5,-92.4
2018-2-24,Flash Flood,34.9,-92.2
2018-2-22,Hail,38.4,-123.0
2018-2-22,Hail,37.6,-122.4
2018-2-22,Hail,38.0,-122.0
2018-2-20,Flood,41.2,-87.5
2018-2-20,Flood,41.7,-87.5
2018-2-28,Flash Flood,33.0,-96.9
2018-2-28,Flash Flood,32.9,-96.9
2018-2-28,Flash Flood,35.1,-91.5
2018-2-25,Flood,34.6,-92.6
2018-4-15,Thunderstorm Wind,35.6,-81.7
2018-4-15,Thunderstorm Wind,35.3,-81.8
2018-4-15,Thunderstorm Wind,35.9,-81.5
2018-4-15,Hail,35.4,-80.9
2018-4-15,Hail,35.2,-81.0
2018-2-6,Hail,32.5,-95.4
2018-7-5,Thunderstorm Wind,37.1,-84.1
2018-1-12,Marine Thunderstorm Wind,35.3,-75.5
2018-1-12,Marine Thunderstorm Wind,35.3,-75.5
2018-1-12,Marine Thunderstorm Wind,35.2,-75.6
2018-2-6,Hail,32.2,-95.3
2018-2-6,Hail,32.5,-94.9
2018-2-6,Hail,32.5,-95.5
2018-2-10,Flash Flood,33.5,-88.8
2018-2-10,Tornado,32.8,-89.1
2018-4-7,Flood,38.1,-122.2
2018-2-6,Hail,33.2,-95.2
2018-2-6,Hail,33.3,-94.1
2018-7-5,Thunderstorm Wind,31.9,-94.7
2018-4-7,Flood,37.5,-121.9
2018-2-5,Heavy Rain,46.4,-116.2
2018-4-7,Flood,37.8,-122.4
2018-7-5,Thunderstorm Wind,34.7,-106.8
2018-1-12,Marine Thunderstorm Wind,35.0,-76.3
2018-1-12,Marine Thunderstorm Wind,35.4,-75.8
2018-1-12,Marine Thunderstorm Wind,35.8,-75.5
2018-1-12,Marine Thunderstorm Wind,35.6,-75.5
2018-1-12,Marine Thunderstorm Wind,35.9,-75.6
2018-4-15,Thunderstorm Wind,35.5,-80.9
2018-1-12,Flood,42.3,-71.4
2018-2-11,Flood,39.1,-76.0
2018-2-11,Flood,39.6,-75.9
2018-2-12,Flood,39.3,-75.8
2018-2-11,Heavy Rain,39.0,-76.3
2018-9-27,Thunderstorm Wind,35.5,-80.1
2018-1-2,Marine Thunderstorm Wind,25.2,-80.2
2018-4-15,Flash Flood,35.7,-81.8
2018-4-15,Thunderstorm Wind,35.7,-81.8
2018-4-26,Hail,34.6,-83.0
2018-4-24,Thunderstorm Wind,35.3,-80.7
2018-4-15,Thunderstorm Wind,34.9,-82.0
2018-4-15,Thunderstorm Wind,35.0,-81.7
2018-4-7,Flood,37.6,-122.3
2018-4-7,Flood,37.6,-122.4
2018-4-6,Debris Flow,38.8,-123.0
2018-4-7,Flood,37.7,-122.4
2018-1-13,Flood,42.3,-72.2
2018-1-13,Flood,41.7,-71.1
